Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,UserIP_Blacklist,TrueIP_Blacklist,True IP City,Device_ID,Device_Manufacturer,VirtualMachineSession,ISP,ISP City,Connection Type,UserAgent,UA_OS,Page activity time,FinalScore
828R5504F66537MR,Gannon,Burns,1-704-288-1733,Burns5490@hotmail.com,hotmail.com,Ap #855-9925 Aliquet Rd.,65570,Sioux City,Iowa,IA,US,US27216521794125512609,252.202.184.70,252.202.184.70,252.202.184.70,,,Sioux City,76bcd682131022f737a60c2d8537753c,Apple Inc.,,Nextlink Internet,Sioux City,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7; en-US) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/48.0.2911.398 Safari/601",chrome,293000,88
970A5640A27051WW,Marah,Branch,1-468-667-7882,Marah.Branch@titan.email,titan.email,"P.O. Box 157, 1356 A, St.",99214,Chicago,Illinois,IL,US,US39YRPN8214672122389,120.132.121.25,120.132.121.25,120.132.121.25,,,Chicago,00806280679215701deb63a4bfe163ca,Apple Inc.,,Cass Telephone Company,Chicago,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/602.46 (KHTML, like Gecko) Chrome/55.0.3711.400 Safari/600",chrome,134000,84
685M5182S33097YO,Evelyn,Hoffman,1-671-445-2303,Evelyn1531@gmx.com,gmx.com,"P.O. Box 224, 4244 Sit Street",35757,Naperville,Illinois,IL,US,US747WJBTI34722574626627317,222.47.11.89,222.47.11.89,222.47.11.89,,,Naperville,392d38092a88e941a934c427d432e594,Apple Inc.,,Cass Telephone Company,Naperville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_4; like Mac OS X) AppleWebKit/534.4 (KHTML, like Gecko) Chrome/51.0.1963.223 Mobile Safari/534.9",iphone,313000,91
850E3602O25115WP,Jena,Cardenas,1-843-215-2937,Jena4852@protonmail.com,protonmail.com,109-5376 Ac Ave,40424,Minneapolis,North Carolina,NC,US,US08VTRB437021266962457,14.41.49.234,14.41.49.234,14.41.49.234,,,Minneapolis,f0bbe75f159a3bf5dfe1cdc9e2cbc8fc,,,"NfinityLink Communications, Inc",Minneapolis,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/51.0.2317.257 Safari/537",chrome,298000,93
192J1903D11620WG,Uta,Monroe,1-691-572-1748,UtaMonroe@gmail.com,gmail.com,Ap #774-1902 Diam Street,94327,Southaven,Mississippi,MS,US,US09355474628157305,231.183.143.165,231.183.143.165,231.183.143.165,,,Southaven,233de8877a1b2ad28fe0098651e18186,"Samsung Electronics Co., Ltd.",,Foundation for California Community Colleges,Southaven,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 4.4.4; GT-I9501V Build/KOT49H) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/51.0.3062.156 Mobile Safari/600.6",android,183000,94
522P7119K78630LF,Eric,Miller,1-516-680-7767,EricMiller@titan.email,titan.email,Ap #225-4545 Erat Ave,48147,Anchorage,Alaska,AK,US,US92GBGW78976631161314126322342,27.165.12.146,27.165.12.146,27.165.12.146,,,Anchorage,f8923d63ab03b1f064a9ef6d6c4125d2,,,Maxsip Telecom Corporation,Anchorage,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux i655 ) AppleWebKit/601.24 (KHTML, like Gecko) Chrome/50.0.3480.296 Safari/600",chrome,329000,86
251T1325O73338QA,Stone,Carney,1-288-275-7553,StoneCarney@gmx.com,gmx.com,Ap #418-7660 Eu St.,77388,Overland Park,Kansas,KS,US,US26555147382484212353566773,0.125.195.230,0.125.195.230,0.125.195.230,,,Overland Park,f18f26d817820e772aeda1115e46b03b,Apple Inc.,,"North American Local, LLC",Overland Park,Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_6) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/48.0.1180.151 Safari/602",chrome,107000,91
406H2924Z35965CD,Joel,Mendoza,1-685-632-6227,Joel3615@zoho.com,zoho.com,313-8648 Ad Street,86876,Glendale,Massachusetts,MA,US,US152863175434611153,85.229.72.32,85.229.72.32,85.229.72.32,,,Glendale,be51358513ae9f13c0e88d364682189c,,,Westfield Gas + Electric,Glendale,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; U; Windows NT 6.2; x64; en-US) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/53.0.3359.187 Safari/534",chrome,348000,94
257L9919B76041VQ,Joseph,Hunter,1-636-871-5821,Hunter8539@pm.com,pm.com,"Ap #394-8595 Sem, Rd.",37654,Grand Island,New York,NY,US,US28TLEZ84471152862867212231968,14.197.136.190,14.197.136.190,14.197.136.190,,,Grand Island,caf4349942e40ee499ccd0396e946261,Apple Inc.,,Andrena,Grand Island,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/49.0.2628.228 Safari/537",mac,195000,89
157I8324S14910TY,Lacy,Klein,1-530-697-1556,Lacy.Klein@aol.com,aol.com,"P.O. Box 194, 6820 Non Ave",65766,Naperville,Illinois,IL,US,US726157668470239723,104.230.141.154,104.230.141.154,104.230.141.154,,,Naperville,0329aebd0c38b6cea7d97a8cdd24fec1,,,Cass Telephone Company,Naperville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (U; Linux i683 x86_64; en-US) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.1561.376 Safari/534",chrome,314000,84
817G3792X93875FC,Wade,Newman,1-813-122-1760,Wade317@pm.com,pm.com,"P.O. Box 431, 6567 Sed Street",78945,Lexington,Massachusetts,MA,US,US7772075451154671,26.13.217.206,26.13.217.206,26.13.217.206,,,Lexington,eb190e3a49a643ffd4df1ac286a95576,Apple Inc.,,Westfield Gas + Electric,Lexington,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_4_6; like Mac OS X) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/52.0.1821.343 Mobile Safari/603.1",iphone,362000,87
563O4590W60297MC,Sandra,Dudley,1-962-176-2924,Sandra_Dudley@yahoo.com,yahoo.com,919-4268 Vitae St.,35482,Lakewood,New Jersey,NJ,US,US44HQHM58108882582771,154.171.115.187,154.171.115.187,154.171.115.187,,,Lakewood,b1dcad0d72b53682624efd124dd34446,Apple Inc.,,Xchange Telecom LLC,Lakewood,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_5; en-US) AppleWebKit/602.50 (KHTML, like Gecko) Chrome/49.0.1690.291 Safari/535",mac,157000,91
583F3635X87248FG,Carson,Ewing,1-574-673-8537,Carson.Ewing@icloud.com,icloud.com,"Ap #998-6303 Consequat, Av.",82925,Fayetteville,New York,NY,US,US31391151667011576363861465,210.39.100.165,210.39.100.165,210.39.100.165,,,Fayetteville,524f8a308cc02b0797673b19a4063a6d,Apple Inc.,,Andrena,Fayetteville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_0; like Mac OS X) AppleWebKit/534.38 (KHTML, like Gecko) Chrome/47.0.2823.384 Mobile Safari/602.8",iphone,184000,81
261W7982X51821QR,Allistair,Nash,1-275-956-5855,Allistair.Nash@aim.com,aim.com,Ap #605-1271 Nec Av.,75429,Denver,New York,NY,US,US14YGWW10178276479348,157.145.50.34,157.145.50.34,157.145.50.34,,,Denver,9161459848c955c3dfb891193ccfab6e,Google Inc./Others,,Andrena,Denver,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 6.0.1; Nexus 5X Build/MMB29V) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/53.0.3596.351 Mobile Safari/600.9",mobile,264000,82
659C4428C33580NC,Ingrid,Montoya,1-222-382-8877,Ingrid.Montoya@icloud.com,icloud.com,1732 Nam Rd.,78731,Jonesboro,Maine,ME,US,US25132144768340,176.244.45.240,176.244.45.240,176.244.45.240,,,Jonesboro,ddf12e8dc150d054e89ae83c8c9e6a7b,Apple Inc.,,"Atlantic Broadband Finance, LLC",Jonesboro,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_2) AppleWebKit/534.47 (KHTML, like Gecko) Chrome/47.0.1676.255 Safari/603",windows,231000,93
823F2178H76742KW,Jared,Livingston,1-549-128-4595,Jared_Livingston@aim.com,aim.com,Ap #120-1535 Lacinia St.,66386,Cincinnati,Ohio,OH,US,US02EKPS7665237577,198.222.60.86,198.222.60.86,198.222.60.86,,,Cincinnati,d40eb7340e9774d129c6b62847849f7f,Apple Inc.,,"North American Local, LLC",Cincinnati,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_5; en-US) Gecko/20100101 Firefox/57.0,Linux,358000,81
714G8646W53212VL,Harlan,Finley,1-568-559-7784,HarlanFinley@protonmail.com,protonmail.com,601-8814 Nisl Rd.,47013,Houston,Pennsylvania,PA,US,US17339694428812767576,128.186.112.127,128.186.112.127,128.186.112.127,,,Houston,673448d2e99af9087a9d055e6ed8e87f,Apple Inc.,,New Cingular Wireless LLC,Houston,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_4; en-US) Gecko/20100101 Firefox/65.7,Linux,350000,97
967P1795E15473YN,Herrod,Oneal,1-335-334-1127,Herrod.Oneal@yandex.com,yandex.com,"P.O. Box 647, 9637 In, St.",14581,Cambridge,Massachusetts,MA,US,US29726352738658261229226122,190.250.231.184,190.250.231.184,190.250.231.184,,,Cambridge,34feb396872740ae737060d3429a7214,,,Westfield Gas + Electric,Cambridge,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/53.3,Linux,187000,90
591R4651J30644DW,Morgan,Herring,1-408-791-1706,Morgan_Herring@outlook.com,outlook.com,"P.O. Box 110, 5547 Nec Av.",15871,Fresno,Ohio,OH,US,US35685688901272451,223.82.127.192,223.82.127.192,223.82.127.192,,,Fresno,6a95ad35373fb57bd8980170af619765,Apple Inc.,,"North American Local, LLC",Fresno,Mobile Broadband,"Mozilla/5.0 (iPod; CPU iPod OS 7_8_1; like Mac OS X) AppleWebKit/537.39 (KHTML, like Gecko) Chrome/52.0.1087.274 Mobile Safari/535.3",mobile,330000,85
479N8385L29859TC,Grant,Elliott,1-351-776-8939,Grant_Elliott@tutanota.com,tutanota.com,737-4452 Eu Rd.,74328,Jackson,New Hampshire,NH,US,US3975394614698883771481652,0.173.28.214,0.173.28.214,0.173.28.214,,,Jackson,8bc47034d1b6bf1879c423fd7da49913,,,Dailytel Inc.,Jackson,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla/5.0 (Linux; Linux i674 ; en-US) Gecko/20130401 Firefox/67.5,windows,304000,87
551J7345U51173DM,Stella,Hickman,1-206-885-1693,Hickman4941@gmail.com,gmail.com,1622 Non Avenue,62739,Omaha,Georgia,GA,US,US7684438625268796782,59.176.167.119,59.176.167.119,59.176.167.119,,,Omaha,dc8395b70a91272e25451ae4c87749cf,,,IgLou Internet Services,Omaha,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.0;; en-US) Gecko/20130401 Firefox/47.2,Linux,214000,93
886D6826Y69989MH,Devin,Hughes,1-386-509-7403,Devin.Hughes@aim.com,aim.com,7491 Varius Ave,30707,Overland Park,Kansas,KS,US,US72323543949442133462,139.153.215.100,139.153.215.100,139.153.215.100,,,Overland Park,51abeb16d0da4d0a6a717ff7acf3f922,Apple Inc.,,"North American Local, LLC",Overland Park,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_1; en-US) Gecko/20100101 Firefox/72.7,Linux,153000,98
670C6536A50811CV,Scott,Knapp,1-681-348-5618,Knapp9676@mail.com,mail.com,"694-4692 Dolor, Road",47212,Rock Springs,Wisconsin,WI,US,US71EOBF54350403537835,77.151.189.155,77.151.189.155,77.151.189.155,,,Rock Springs,7ddfac298a2d22a43a6a33d16b737ec4,Apple Inc.,,"Matrix Telecom, LLC",Rock Springs,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_4; en-US) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/54.0.3980.287 Safari/535",chrome,179000,99
610T7652Q16583RY,Brenden,Mckee,1-952-705-8624,Brenden.Mckee@yandex.com,yandex.com,"P.O. Box 959, 2869 Maecenas St.",64828,Lansing,New York,NY,US,US2926225730077734715,200.250.104.84,200.250.104.84,200.250.104.84,,,Lansing,72925084b54f235d595970d5714e0e7b,Apple Inc.,,Andrena,Lansing,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_6) Gecko/20100101 Firefox/52.0,windows,64000,84
448Q9487L61117EW,Hilda,Pope,1-232-731-1363,Hilda.Pope@tutanota.com,tutanota.com,"P.O. Box 873, 6269 Proin Ave",31516,Spokane,Missouri,MO,US,US4912888936814141538225950131,141.98.13.205,141.98.13.205,141.98.13.205,,,Spokane,d920ea60d113211310e96e651375a611,Apple Inc.,,Conexon Connect LLC,Spokane,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_5; like Mac OS X) AppleWebKit/601.26 (KHTML, like Gecko) Chrome/49.0.3604.145 Mobile Safari/537.6",iphone,98000,84
723O2175X12953MQ,MacKenzie,Calderon,1-747-247-1630,MacKenzie7321@yahoo.com,yahoo.com,1420 Duis Rd.,76174,Kansas City,Missouri,MO,US,US3061903937583518624,112.191.200.229,112.191.200.229,112.191.200.229,,,Kansas City,1e18942e85acd8f1c9a9945bdd6bc82f,Apple Inc.,,Conexon Connect LLC,Kansas City,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_0_1; en-US) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/49.0.3391.246 Safari/537",mac,318000,99
893K1378I99475AY,Alana,Gregory,1-307-747-2832,Alana_Gregory@icloud.com,icloud.com,Ap #642-9017 Facilisi. St.,99853,Grand Rapids,Ohio,OH,US,US94777863805838253,237.181.231.99,237.181.231.99,237.181.231.99,,,Grand Rapids,1aa83dcf7c86eee88aa87a176e68fae9,,,"North American Local, LLC",Grand Rapids,Mobile Broadband,Mozilla/5.0 (Windows NT 10.1;; en-US) Gecko/20100101 Firefox/72.8,Linux,158000,88
328C3260O15100SJ,Ray,Schneider,1-877-732-6118,Ray.Schneider@aol.com,aol.com,7258 Mauris Ave,72100,Essex,Massachusetts,MA,US,US2014226197878698066951,245.37.145.68,245.37.145.68,245.37.145.68,,,Essex,6a251529cadc6b99d7898c71d3c210b5,Apple Inc.,,Westfield Gas + Electric,Essex,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_8; en-US) AppleWebKit/535.49 (KHTML, like Gecko) Chrome/49.0.1650.336 Safari/602",chrome,300000,82
732Y5079M59571YN,Louis,Mcconnell,1-317-781-3133,Mcconnell8692@gmx.com,gmx.com,"P.O. Box 171, 8038 Laoreet St.",85676,Joliet,Montana,MT,US,US02364612236498467117,210.170.22.141,210.170.22.141,210.170.22.141,,,Joliet,0a81257d76704ad68720b0e15e81c671,,,"Matrix Telecom, LLC",Joliet,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux x86_64) AppleWebKit/534.48 (KHTML, like Gecko) Chrome/54.0.3861.198 Safari/600",chrome,56000,92
127Y3841V32080NT,Brady,Navarro,1-316-856-3258,Navarro7106@gmail.com,gmail.com,682-5685 Donec Road,78511,Springfield,Massachusetts,MA,US,US9324572541838432425,154.253.145.121,154.253.145.121,154.253.145.121,,,Springfield,b69cd95e48156dfb0778f4fc90b58f51,,,Westfield Gas + Electric,Springfield,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) Gecko/20100101 Firefox/52.1,windows,203000,89
208U1689F29671XL,Marah,Alexander,1-329-857-5276,MarahAlexander@icloud.com,icloud.com,"P.O. Box 200, 9307 Pharetra Av.",74570,Las Vegas,New Mexico,NM,US,US35FQQT49248264124408,179.157.59.30,179.157.59.30,179.157.59.30,,,Las Vegas,baecb0e89fdda0c3e82d98ff023f7d26,,,"Commnet Four Corners, LLC",Las Vegas,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla/5.0 (Windows NT 10.3; x64; en-US) Gecko/20100101 Firefox/53.7,mac,241000,97
233I4710B49584GY,Jameson,Jefferson,1-550-775-5738,Jefferson5104@protonmail.com,protonmail.com,3584 Molestie Avenue,77664,Tacoma,Washington,WA,US,US7542379644277053803492,102.82.130.176,102.82.130.176,102.82.130.176,,,Tacoma,6e38b99065cbe482f9481af9bbd082f2,HTC Corporation,,Computer Link Northwest LLC,Tacoma,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 6.0.1; HTC One0P6B Build/MRA58K) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/47.0.2327.165 Mobile Safari/533.8",mobile,355000,94
504X8765Q42420FV,Abel,Harrell,1-607-253-0459,Abel3015@hotmail.com,hotmail.com,Ap #335-4093 Nec Av.,81833,Lewiston,Maine,ME,US,US76ZUSD8475142555486476,118.198.19.34,118.198.19.34,118.198.19.34,,,Lewiston,097699e2ec15ae663c3f516df77163e5,,,"Atlantic Broadband Finance, LLC",Lewiston,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.1; WOW64) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/49.0.2014.301 Safari/601",mac,349000,84
735A3771O73214VX,Stuart,Orr,1-250-588-5693,StuartOrr@gmail.com,gmail.com,"754-7368 Sed, Av.",54583,Idaho Falls,Idaho,ID,US,US95GQTK1392566529,90.202.251.133,90.202.251.133,90.202.251.133,,,Idaho Falls,ce6fb307eec6ec1402bd1700ad1d538d,Apple Inc.,,AT&T Mobility LLC,Idaho Falls,Mobile Broadband,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7; en-US) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/47.0.3085.356 Safari/602",windows,361000,99
979X6879Y19673VQ,Anjolie,Jennings,1-975-817-0324,Anjolie_Jennings@outlook.com,outlook.com,602-3431 Imperdiet Road,49779,Tacoma,Washington,WA,US,US667963333172982506,228.171.77.30,228.171.77.30,228.171.77.30,,,Tacoma,6ff005667afe872f29549727a291b09b,,,Computer Link Northwest LLC,Tacoma,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows NT 6.0; WOW64; en-US) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/50.0.3627.378 Safari/536",chrome,84000,84
626J3995Q69812CX,Phyllis,Hoover,1-662-434-2250,Phyllis_Hoover@zoho.com,zoho.com,590-2519 Phasellus Rd.,58476,Norfolk,Massachusetts,MA,US,US50441345146214393,121.209.45.2,121.209.45.2,121.209.45.2,,,Norfolk,82be5447f60c80852a4131755240f870,Apple Inc.,,Westfield Gas + Electric,Norfolk,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_3; like Mac OS X) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/47.0.1812.173 Mobile Safari/537.4",iphone,89000,85
490F8572M91312DA,Alec,Francis,1-694-786-4268,Alec_Francis@protonmail.com,protonmail.com,Ap #482-9307 Tempor Ave,87521,Naperville,Illinois,IL,US,US4633845441845,201.33.147.127,201.33.147.127,201.33.147.127,,,Naperville,5fadeeb568ec403021b31256d45820ac,,,Cass Telephone Company,Naperville,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/70.1,mac,55000,95
823B3068S30928LC,Theodore,Jennings,1-684-763-7389,Theodore_Jennings@titan.email,titan.email,731-8186 Quis Ave,56224,Waterbury,Vermont,VT,US,US94482213722474707678,152.77.21.130,152.77.21.130,152.77.21.130,,,Waterbury,3d2d2129e0dcc84f2f48b5b2040db2e4,Apple Inc.,,Shoreham Telephone LLC,Waterbury,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/53.0.1682.358 Mobile Safari/602.5",iphone,363000,87
583J7191F54183VI,Richard,Day,1-840-576-2767,Richard2932@outlook.com,outlook.com,9429 Pellentesque Av.,42272,Minneapolis,North Carolina,NC,US,US616379986666315110,255.60.111.43,255.60.111.43,255.60.111.43,,,Minneapolis,833e711bc126a662e777222f43ec8415,LG Electronics Inc.,,"NfinityLink Communications, Inc",Minneapolis,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.4.4; LG-D540 Build/KOT49I) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/53.0.3031.386 Mobile Safari/601.9",mobile,87000,96
823C6981C86341WK,Rachel,Summers,1-327-392-6116,Rachel5006@protonmail.com,protonmail.com,Ap #786-3363 Fusce Av.,42134,Des Moines,Iowa,IA,US,US1050174653664155,46.252.242.60,46.252.242.60,46.252.242.60,,,Des Moines,328e346aecc6e121c371d8574763c3a0,Apple Inc.,,Nextlink Internet,Des Moines,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_1; like Mac OS X) AppleWebKit/603.13 (KHTML, like Gecko) Chrome/48.0.3252.138 Mobile Safari/601.9",mobile,312000,87
752L8738P28939UO,Yasir,Fox,1-647-417-5368,Yasir_Fox@yandex.com,yandex.com,1492 Tempor Avenue,27448,Gresham,South Carolina,SC,US,US1814887345255930435712303,53.78.6.21,53.78.6.21,53.78.6.21,,,Gresham,20dc1ae70268dbc3f34d878e1f9250de,,,human-I-T,Gresham,Mobile Broadband,Mozilla/5.0 (Windows; Windows NT 10.4; x64) Gecko/20100101 Firefox/52.3,Linux,72000,80
755W4350O17470LL,Quinn,Bean,1-766-753-2868,Bean8736@aol.com,aol.com,8137 Malesuada St.,52785,Columbus,New Jersey,NJ,US,US5296469291865526753145126,135.199.27.161,135.199.27.161,135.199.27.161,,,Columbus,1cbf108b444c6966340dcd21b80b69b6,,,Xchange Telecom LLC,Columbus,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 10.0; Windows; Windows NT 10.2; x64; en-US Trident / 6.0),windows,302000,97
135D7155J69254PT,Dolan,Ellis,1-668-823-0844,DolanEllis@zoho.com,zoho.com,4194 Molestie Avenue,90784,Chesapeake,Virginia,VA,US,US8696111137522491681261855,33.3.149.114,33.3.149.114,33.3.149.114,,,Chesapeake,c1503c35be2cd98c827182132f2843fe,Apple Inc.,,Data Stream Broadband,Chesapeake,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_9) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/49.0.1554.255 Safari/600",mac,178000,88
651S2780I92245MV,Malik,Butler,1-205-847-9328,Malik2619@aim.com,aim.com,Ap #326-9554 Odio Av.,14195,Covington,Pennsylvania,PA,US,US8416631168845454618341293,83.160.21.7,83.160.21.7,83.160.21.7,,,Covington,8540c79a631c50d31868d8192edfb7ed,"Samsung Electronics Co., Ltd.",,New Cingular Wireless LLC,Covington,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G935F-ORANGE Build/MMB29M) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/50.0.1434.360 Mobile Safari/602.4",mobile,278000,81
327Y3724A97915VE,Barrett,Dotson,1-873-417-4454,Barrett9833@mail.com,mail.com,8959 Integer Rd.,48552,Augusta,Maine,ME,US,US0965734183525755554178,7.57.246.35,7.57.246.35,7.57.246.35,,,Augusta,9906dcfd72b343a7c3a196da25313400,,,"Atlantic Broadband Finance, LLC",Augusta,Fixed Broadband (Fibre/Cable/DSL),Mozilla / 5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 10.0; Win64; x64; en-US Trident / 7.0),windows,212000,99
541A7483W70167PJ,Zorita,Bates,1-627-815-0115,Zorita_Bates@outlook.com,outlook.com,"P.O. Box 531, 4693 Sociis St.",72594,Baltimore,Maryland,MD,US,US355787523134393649,140.232.28.90,140.232.28.90,140.232.28.90,,,Baltimore,06906fd82a7da35ea5cc5532c1f5b6cd,,,"Assist Wireless, LLC",Baltimore,Mobile Broadband,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/601.41 (KHTML, like Gecko) Chrome/54.0.3395.367 Safari/533",mac,366000,95
243K6135L54776MN,Dylan,Doyle,1-411-460-7288,Doyle5577@hubspot.com,hubspot.com,"P.O. Box 493, 8750 Ipsum Road",84128,Kansas City,Missouri,MO,US,US93682856704457,117.222.237.33,117.222.237.33,117.222.237.33,,,Kansas City,9ca43e4b01b674cd193844fe96370203,Apple Inc.,,Conexon Connect LLC,Kansas City,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_5_7; like Mac OS X) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/49.0.1449.137 Mobile Safari/537.1",iphone,240000,80
309Z4139B86271RK,Hermione,Deleon,1-170-620-8611,HermioneDeleon@hotmail.com,hotmail.com,173-8455 Vitae St.,93411,Broken Arrow,Oklahoma,OK,US,US666624572141788687787,216.244.182.252,216.244.182.252,216.244.182.252,,,Broken Arrow,26b1d1b2b731f73b88f4bcec9b56935d,Apple Inc.,,"Skybeam, LLC",Broken Arrow,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0; en-US) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/55.0.1810.293 Safari/535",chrome,89000,93
540Q4100I43888OX,April,Santana,1-695-132-8678,April.Santana@aim.com,aim.com,"P.O. Box 504, 6730 Ornare, Rd.",96570,Kansas City,Missouri,MO,US,US96662315220701826842,199.48.21.182,199.48.21.182,199.48.21.182,,,Kansas City,df647f6d7ebf6fca8abc543e09fb3ecc,Apple Inc.,,Conexon Connect LLC,Kansas City,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_8) Gecko/20100101 Firefox/63.9,mac,232000,88
873B1487K14722BG,Brynn,Singleton,1-724-443-4063,Brynn_Singleton@icloud.com,icloud.com,216-8909 Justo Avenue,48054,Cincinnati,Ohio,OH,US,US2955443328416272,222.57.99.53,222.57.99.53,222.57.99.53,,,Cincinnati,9a613c0fd4fd92c9d3729d871d0a5874,"Samsung Electronics Co., Ltd.",,"North American Local, LLC",Cincinnati,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 5.0; SAMSUNG SM-A800T Build/LRX22G) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/47.0.1190.306 Mobile Safari/534.1",android,189000,94
